year,date,stage,course,type,distance_in_km,winner_name,country,stage_workload
1984,1984-07-03,5,Béthune to Cergy-Pontoise,Flat,207.0,Paulo Ferreira,Portugal,41.400000000000006
1984,1984-07-04,6,Cergy-Pontoise to Alençon,Flat,202.0,Frank Hoste,Bélgica,40.400000000000006
1984,1984-07-05,7,Alençon to Le Mans,Individual time-trial,67.0,Laurent Fignon,Francia,40.199999999999996
1984,1984-07-06,8,Le Mans to Nantes,Flat,192.0,Pascal Jules,Francia,38.400000000000006
1984,1984-07-07,9,Nantes to Bordeaux,Flat,338.0,Jan Raas,Países Bajos,67.60000000000001
1984,1984-07-08,10,Langon to Pau,Flat,198.0,Eric Vanderaerden,Bélgica,39.6
1984,1984-07-09,11,Pau to Guzet-Neige,Mountain,227.0,Robert Millar,Reino Unido,227.0
1984,1984-07-10,12,Saint-Girons to Blagnac,Flat,111.0,Pascal Poisson,Francia,22.200000000000003
1984,1984-07-11,13,Blagnac to Rodez,Flat,220.0,Pierre-Henri Menthéour,Francia,44.0
1984,1984-07-12,14,Rodez to Domaine du Rouret,Hilly,228.0,Fons De Wolf,Bélgica,159.6
1984,1984-07-13,15,Domaine du Rouret to Grenoble,Hilly,241.0,Frédéric Vichot,Francia,168.7
1984,1984-07-15,16,Les Échelles to La Ruchère,Individual time-trial,22.0,Laurent Fignon,Francia,13.2
1984,1984-07-16,17,Grenoble to Alpe d'Huez,Mountain,151.0,Luis Herrera,Colombia,151.0
1984,1984-07-17,18,Le Bourg-d'Oisans to La Plagne,Mountain,185.0,Laurent Fignon,Francia,185.0
1984,1984-07-18,19,La Plagne to Morzine,Mountain,186.0,Ángel Arroyo,España,186.0
1984,1984-07-19,20,Morzine to Crans-Montana (Switzerland),Mountain,141.0,Laurent Fignon,Francia,141.0
1984,1984-07-20,21,Crans-Montana (Switzerland) to Villefranche-sur-Saône,Hilly,320.0,Frank Hoste,Bélgica,224.0
1984,1984-07-21,22,Villié-Morgon to Villefranche-sur-Saône,Individual time-trial,51.0,Laurent Fignon,Francia,30.599999999999998
1984,1984-07-22,23,Pantin to Paris (Champs-Élysées),Hilly,197.0,Eric Vanderaerden,Bélgica,137.89999999999998
1985,1985-06-28,P,Plumelec,Individual time-trial,6.0,Bernard Hinault,Francia,3.5999999999999996
1985,1985-06-29,1,Vannes to Lanester,Flat,256.0,Rudy Matthijs,Bélgica,51.2
1985,1985-06-30,2,Lorient to Vitre,Flat,242.0,Rudy Matthijs,Bélgica,48.400000000000006
1985,1985-07-01,3,Vitre to Fougères,Team time-trial,73.0,La Vie Claire,,29.200000000000003
1985,1985-07-02,4,Fougères to Pont-Audemer,Flat,239.0,Gerrit Solleveld,Países Bajos,47.800000000000004
1985,1985-07-03,5,Neufchâtel-en-Bray to Roubaix,Cobblestones,224.0,Henri Manders,Países Bajos,89.60000000000001
1985,1985-07-04,6,Roubaix to Reims,Flat,222.0,Francis Castaing,Francia,44.400000000000006
1985,1985-07-05,7,Reims to Nancy,Flat,217.0,Ludwig Wijnants,Bélgica,43.400000000000006
1985,1985-07-06,8,Sarrebourg to Strasbourg,Individual time-trial,75.0,Bernard Hinault,Francia,45.0
1985,1985-07-07,9,Strasbourg to Épinal,Hilly,174.0,Maarten Ducrot,Países Bajos,121.8
1985,1985-07-08,10,Épinal to Pontarlier,Hilly,204.0,Jørgen V. Pedersen,Dinamarca,142.79999999999998
1985,1985-07-09,11,Pontarlier to Morzine Avoriaz,Mountain,195.0,Luis Herrera,Colombia,195.0
1985,1985-07-10,12,Morzine Avoriaz to Lans-en-Vercors,Mountain,269.0,Fabio Parra,Colombia,269.0
1985,1985-07-11,13,Villard-de-Lans,Individual time-trial,32.0,Eric Vanderaerden,Bélgica,19.2
1985,1985-07-13,14,Autrans to Saint-Étienne,Hilly,179.0,Luis Herrera,Colombia,125.3
1985,1985-07-14,15,Saint-Étienne to Aurillac,Flat,238.0,Eduardo Chozas,España,47.6
1985,1985-07-15,16,Aurillac to Toulouse,Flat,247.0,Frédéric Vichot,Francia,49.400000000000006
1985,1985-07-16,17,Toulouse to Luz Ardiden,Mountain,209.0,Pedro Delgado,España,209.0
1985,1985-07-17,18a,Luz-Saint-Sauveur to Aubisque,Mountain,53.0,Stephen Roche,Irlanda,53.0
1985,1985-07-17,18b,Laruns to Pau,Mountain,83.0,Régis Simon,Francia,83.0
1985,1985-07-18,19,Pau to Bordeaux,Flat,203.0,Eric Vanderaerden,Bélgica,40.6
1985,1985-07-19,20,Montpon-Ménestérol to Limoges,Flat,225.0,Johan Lammerts,Países Bajos,45.0
1985,1985-07-20,21,Lac de Vassivière,Individual time-trial,46.0,Greg LeMond,Estados Unidos,27.599999999999998
1985,1985-07-21,22,Orléans to Paris (Champs-Élysées),Flat,196.0,Rudy Matthijs,Bélgica,39.2
1986,1986-07-04,P,Boulogne-Billancourt,Individual time-trial,4.6,Thierry Marie,Francia,2.76
1986,1986-07-05,1,Nanterre to Sceaux,Flat,85.0,Pol Verschuere,Bélgica,17.0
1986,1986-07-05,2,Meudon to Saint-Quentin-en-Yvelines,Team time-trial,56.0,Système U,,22.400000000000002
1986,1986-07-06,3,Levallois-Perret to Liévin,Flat,214.0,Davis Phinney,Estados Unidos,42.800000000000004
1986,1986-07-07,4,Liévin to Évreux,Flat,243.0,Pello Ruiz Cabestany,España,48.6
1986,1986-07-08,5,Évreux to Villers-sur-Mer,Flat,124.5,Johan van der Velde,Países Bajos,24.900000000000002
1986,1986-07-09,6,Villers-sur-Mer to Cherbourg,Flat,200.0,Guido Bontempi,Italia,40.0
1986,1986-07-10,7,Cherbourg to Saint-Hilaire-du-Harcouët,Flat,201.0,Ludo Peeters,Bélgica,40.2
1986,1986-07-11,8,Saint-Hilaire-du-Harcouët to Nantes,Flat,204.0,Eddy Planckaert,Bélgica,40.800000000000004
1986,1986-07-12,9,Nantes,Individual time-trial,61.5,Bernard Hinault,Francia,36.9
1986,1986-07-13,10,Nantes to Futuroscope,Flat,183.0,José Ángel Sarrapio,España,36.6
1986,1986-07-14,11,Futuroscope to Bordeaux,Flat,258.3,Rudy Dhaenens,Bélgica,51.660000000000004
1986,1986-07-15,12,Bayonne to Pau,Mountain,217.5,Pedro Delgado,España,217.5
1986,1986-07-16,13,Pau to Superbagnères,Mountain,186.0,Greg LeMond,Estados Unidos,186.0
1986,1986-07-17,14,Superbagnères to Blagnac,Flat,154.0,Niki Rüttimann,Suiza,30.8
1986,1986-07-18,15,Carcassonne to Nîmes,Flat,225.5,Frank Hoste,Bélgica,45.1
1986,1986-07-19,16,Nîmes to Gap,Flat,246.5,Jean-François Bernard,Francia,49.300000000000004
1986,1986-07-20,17,Gap to Serre Chevalier,Mountain,190.0,Eduardo Chozas,España,190.0
1986,1986-07-21,18,Briançon to Alpe d'Huez,Mountain,162.5,Bernard Hinault,Francia,162.5
1986,1986-07-23,19,Villard-de-Lans to Saint-Étienne,Flat,179.5,Julián Gorospe,España,35.9
1986,1986-07-24,20,Saint-Étienne,Individual time-trial,58.0,Bernard Hinault,Francia,34.8
1986,1986-07-25,21,Saint-Étienne to Puy de Dôme,Flat,190.0,Erich Mächler,Suiza,38.0
1986,1986-07-26,22,Clermont-Ferrand to Nevers,Flat,194.0,Guido Bontempi,Italia,38.800000000000004
1986,1986-07-27,23,Cosne-sur-Loire to Paris (Champs-Élysées),Flat,255.0,Guido Bontempi,Italia,51.0
1987,1987-07-01,P,West Berlin (West Germany),Individual time-trial,6.0,Jelle Nijdam,Países Bajos,3.5999999999999996
1987,1987-07-02,1,West Berlin (West Germany),Flat,105.0,Nico Verhoeven,Países Bajos,21.0
1987,1987-07-02,2,West Berlin (West Germany),Team time-trial,41.0,Carrera Jeans–Vagabond,,16.400000000000002
1987,1987-07-04,3,Karlsruhe (West Germany) to Stuttgart (West Germany),Flat,219.0,Acácio da Silva,Portugal,43.800000000000004
1987,1987-07-05,4,Stuttgart (West Germany) to Pforzheim (West Germany),Flat,79.0,Herman Frison,Bélgica,15.8
1987,1987-07-05,5,Pforzheim (West Germany) to Strasbourg,Flat,112.0,Marc Sergeant,Bélgica,22.400000000000002
1987,1987-07-06,6,Strasbourg to Épinal,Flat,169.0,Christophe Lavainne,Francia,33.800000000000004
1987,1987-07-07,7,Épinal to Troyes,Flat,211.0,Manuel Jorge Domínguez,España,42.2
1987,1987-07-08,8,Troyes to Épinay-sous-Sénart,Flat,206.0,Jean-Paul van Poppel,Países Bajos,41.2
1987,1987-07-09,9,Orléans to Renazé,Flat,260.0,Adri van der Poel,Países Bajos,52.0
1987,1987-07-10,10,Saumur to Futuroscope,Individual time-trial,87.0,Stephen Roche,Irlanda,52.199999999999996
1987,1987-07-11,11,Poitiers to Chaumeil,Hilly,206.0,Martial Gayant,Francia,144.2
1987,1987-07-12,12,Brive to Bordeaux,Flat,228.0,Davis Phinney,Estados Unidos,45.6
1987,1987-07-13,13,Bayonne to Pau,Mountain,219.0,Erik Breukink,Países Bajos,219.0
1987,1987-07-14,14,Pau to Luz Ardiden,Mountain,166.0,Dag Otto Lauritzen,Noruega,166.0
1987,1987-07-15,15,Tarbes to Blagnac,Flat,164.0,Rolf Gölz,Alemania,32.800000000000004
1987,1987-07-16,16,Blagnac to Millau,Hilly,216.0,Régis Clère,Francia,151.2
1987,1987-07-17,17,Millau to Avignon,Hilly,239.0,Jean-Paul van Poppel,Países Bajos,167.29999999999998
1987,1987-07-19,18,Carpentras to Mont Ventoux,Mountain,37.0,Jean-François Bernard,Francia,37.0
1987,1987-07-20,19,Valréas to Villard-de-Lans,Mountain,185.0,Pedro Delgado,España,185.0
1987,1987-07-21,20,Villard-de-Lans to Alpe d'Huez,Mountain,201.0,Federico Echave,España,201.0
1987,1987-07-22,21,Le Bourg-d'Oisans to La Plagne,Mountain,185.0,Laurent Fignon,Francia,185.0
1987,1987-07-23,22,La Plagne to Morzine,Mountain,186.0,Eduardo Chozas,España,186.0
1987,1987-07-24,23,Saint-Julien-en-Genevois to Dijon,Flat,225.0,Régis Clère,Francia,45.0
1987,1987-07-25,24,Dijon,Individual time-trial,38.0,Jean-François Bernard,Francia,22.8
1987,1987-07-26,25,Créteil to Paris (Champs-Élysées),Flat,192.0,Jeff Pierce,Estados Unidos,38.400000000000006
1988,1988-07-03,P,Pornichet to La Baule,Individual time-trial,1.0,Guido Bontempi,Italia,0.6
1988,1988-07-04,1,Pontchâteau to Machecoul,Flat,92.0,Steve Bauer,Canadá,18.400000000000002
1988,1988-07-04,2,La Haie-Fouassière to Ancenis,Team time-trial,48.0,Panasonic–Isostar–Colnago–Agu,,19.200000000000003
1988,1988-07-05,3,Nantes to Le Mans,Flat,213.0,Jean-Paul van Poppel,Países Bajos,42.6
1988,1988-07-06,4,Le Mans to Évreux,Flat,158.0,Acácio da Silva,Portugal,31.6
1988,1988-07-07,5,Neufchâtel-en-Bray to Liévin,Flat,148.0,Jelle Nijdam,Países Bajos,29.6
1988,1988-07-08,6,Liévin to Wasquehal,Individual time-trial,52.0,Sean Yates,Reino Unido,31.2
1988,1988-07-09,7,Wasquehal to Reims,Flat,225.0,Valerio Tebaldi,Italia,45.0
1988,1988-07-10,8,Reims to Nancy,Flat,219.0,Rolf Gölz,Alemania,43.800000000000004
1988,1988-07-11,9,Nancy to Strasbourg,Hilly,161.0,Jérôme Simon,Francia,112.69999999999999
1988,1988-07-12,10,Belfort to Besançon,Hilly,149.0,Jean-Paul van Poppel,Países Bajos,104.3
1988,1988-07-13,11,Besançon to Morzine,Mountain,232.0,Fabio Parra,Colombia,232.0
1988,1988-07-14,12,Morzine to Alpe d'Huez,Mountain,227.0,Steven Rooks,Países Bajos,227.0
1988,1988-07-15,13,Grenoble to Villard-de-Lans,Mountain,38.0,Pedro Delgado,España,38.0
1988,1988-07-17,14,Blagnac to Guzet-Neige,Mountain,163.0,Massimo Ghirotto,Italia,163.0
1988,1988-07-18,15,Saint-Girons to Luz Ardiden,Mountain,187.0,Laudelino Cubino,España,187.0
1988,1988-07-19,16,Luz Ardiden to Pau,Flat,35.0,Adri van der Poel,Países Bajos,7.0
1988,1988-07-19,17,Pau to Bordeaux,Flat,198.0,Jean-Paul van Poppel,Países Bajos,39.6
1988,1988-07-20,18,Ruelle-sur-Touvre to Limoges,Flat,94.0,Gianni Bugno,Italia,18.8
1988,1988-07-21,19,Limoges to Puy-de-Dôme,Hilly,188.0,Johnny Weltz,Dinamarca,131.6
1988,1988-07-22,20,Clermont-Ferrand to Chalon-sur-Saône,Flat,223.0,Thierry Marie,Francia,44.6
1988,1988-07-23,21,Santenay,Individual time-trial,46.0,Juan Martinéz,España,27.599999999999998
1988,1988-07-24,22,Nemours to Paris (Champs-Élysées),Flat,173.0,Jean-Paul van Poppel,Países Bajos,34.6
1989,1989-07-01,P,Luxembourg City (Luxembourg),Individual time-trial,7.8,Erik Breukink,Países Bajos,4.68
1989,1989-07-02,1,Luxembourg City (Luxembourg),Flat,135.5,Acácio da Silva,Portugal,27.1
1989,1989-07-02,2,Luxembourg City (Luxembourg),Team time-trial,46.0,Super U–Raleigh–Fiat,,18.400000000000002
1989,1989-07-03,3,Luxembourg City (Luxembourg) to Spa (Belgium),Flat,241.0,Raúl Alcalá,México,48.2
1989,1989-07-04,4,Liège (Belgium) to Wasquehal,Flat,255.0,Jelle Nijdam,Países Bajos,51.0
1989,1989-07-06,5,Dinard to Rennes,Individual time-trial,73.0,Greg LeMond,Estados Unidos,43.8
1989,1989-07-07,6,Rennes to Futuroscope,Flat,259.0,Joël Pelier,Francia,51.800000000000004
1989,1989-07-08,7,Poitiers to Bordeaux,Flat,258.5,Etienne De Wilde,Bélgica,51.7
1989,1989-07-09,8,Labastide-d'Armagnac to Pau,Flat,157.0,Martin Earley,Irlanda,31.400000000000002
1989,1989-07-10,9,Pau to Cauterets,Mountain,147.0,Miguel Induráin,España,147.0
1989,1989-07-11,10,Cauterets to Superbagnères,Mountain,136.0,Robert Millar,Reino Unido,136.0
1989,1989-07-12,11,Luchon to Blagnac,Mountain,158.5,Mathieu Hermans,Países Bajos,158.5
1989,1989-07-13,12,Toulouse to Montpellier,Flat,242.0,Valerio Tebaldi,Italia,48.400000000000006
1989,1989-07-14,13,Montpellier to Marseille,Flat,179.0,Vincent Barteau,Francia,35.800000000000004
1989,1989-07-15,14,Marseille to Gap,Mountain,238.0,Jelle Nijdam,Países Bajos,238.0
1989,1989-07-16,15,Gap to Orcières-Merlette,Mountain,39.0,Steven Rooks,Países Bajos,39.0
1989,1989-07-18,16,Gap to Briançon,Mountain,175.0,Pascal Richard,Suiza,175.0
1989,1989-07-19,17,Briançon to Alpe d'Huez,Mountain,165.0,Gert-Jan Theunisse,Países Bajos,165.0
1989,1989-07-20,18,Le Bourg-d'Oisans to Villard-de-Lans,Mountain,91.5,Laurent Fignon,Francia,91.5
1989,1989-07-21,19,Villard-de-Lans to Aix-les-Bains,Mountain,125.0,Greg LeMond,Estados Unidos,125.0
1989,1989-07-22,20,Aix-les-Bains to L'Isle-d'Abeau,Flat,130.0,Giovanni Fidanza,Italia,26.0
1989,1989-07-23,21,Versailles to Paris (Champs-Élysées),Individual time-trial,24.5,Greg LeMond,Estados Unidos,14.7
1990,1990-06-30,P,Futuroscope,Individual time-trial,6.3,Thierry Marie,Francia,3.78
1990,1990-07-01,1,Futuroscope,Flat,138.5,Frans Maassen,Países Bajos,27.700000000000003
1990,1990-07-01,2,Futuroscope,Team time-trial,44.5,Panasonic–Sportlife,,17.8
1990,1990-07-02,3,Poitiers to Nantes,Flat,233.0,Moreno Argentin,Italia,46.6
1990,1990-07-03,4,Nantes to Mont Saint-Michel,Flat,203.0,Johan Museeuw,Bélgica,40.6
1990,1990-07-04,5,Avranches to Rouen,Flat,301.0,Gerrit Solleveld,Países Bajos,60.2
1990,1990-07-06,6,Sarrebourg to Vittel,Flat,202.5,Jelle Nijdam,Países Bajos,40.5
1990,1990-07-07,7,Vittel to Épinal,Individual time-trial,61.5,Raúl Alcalá,México,36.9
1990,1990-07-08,8,Épinal to Besançon,Flat,181.5,Olaf Ludwig,Alemania,36.300000000000004
1990,1990-07-09,9,Besançon to Geneva (Switzerland),Hilly,196.0,Massimo Ghirotto,Italia,137.2
1990,1990-07-10,10,Geneva (Switzerland) to Saint-Gervais,Mountain,118.5,Thierry Claveyrolat,Francia,118.5
1990,1990-07-11,11,Saint-Gervais to Alpe d'Huez,Mountain,182.5,Gianni Bugno,Italia,182.5
1990,1990-07-12,12,Fontaine to Villard-de-Lans,Mountain,33.5,Erik Breukink,Países Bajos,33.5
1990,1990-07-14,13,Villard-de-Lans to Saint-Étienne,Hilly,149.0,Eduardo Chozas,España,104.3
1990,1990-07-15,14,Le Puy-en-Velay to Millau,Hilly,205.0,Marino Lejarreta,España,143.5
1990,1990-07-16,15,Millau to Revel,Flat,170.0,Charly Mottet,Francia,34.0
1990,1990-07-17,16,Blagnac to Luz Ardiden,Mountain,215.0,Miguel Induráin,España,215.0
1990,1990-07-18,17,Lourdes to Pau,Mountain,150.0,Dimitri Konychev,URSS,150.0
1990,1990-07-19,18,Pau to Bordeaux,Flat,202.0,Gianni Bugno,Italia,40.400000000000006
1990,1990-07-20,19,Castillon-la-Bataille to Limoges,Flat,182.5,Guido Bontempi,Italia,36.5
1990,1990-07-21,20,Lac de Vassivière to Lac de Vassivière,Individual time-trial,45.5,Erik Breukink,Países Bajos,27.3
1990,1990-07-22,21,Brétigny-sur-Orge to Paris (Champs-Élysées),Flat,182.5,Johan Museeuw,Bélgica,36.5
1991,1991-07-06,P,Lyon,Individual time-trial,5.4,Thierry Marie,Francia,3.24
1991,1991-07-07,1,Lyon to Lyon,Flat,114.5,Djamolidine Abdoujaparov,URSS,22.900000000000002
1991,1991-07-07,2,Bron to Chassieu,Team time-trial,36.5,Ariostea,,14.600000000000001
1991,1991-07-08,3,Villeurbanne to Dijon,Flat,210.5,Etienne De Wilde,Bélgica,42.1
1991,1991-07-09,4,Dijon to Reims,Flat,286.0,Djamolidine Abdoujaparov,URSS,57.2
1991,1991-07-10,5,Reims to Valenciennes,Flat,149.5,Jelle Nijdam,Países Bajos,29.900000000000002
1991,1991-07-11,6,Arras to Le Havre,Flat,259.0,Thierry Marie,Francia,51.800000000000004
1991,1991-07-12,7,Le Havre to Argentan,Flat,167.0,Jean-Paul van Poppel,Países Bajos,33.4
1991,1991-07-13,8,Argentan to Alençon,Individual time-trial,73.0,Miguel Induráin,España,43.8
1991,1991-07-14,9,Alençon to Rennes,Flat,161.0,Mauro Ribeiro,Brasil,32.2
1991,1991-07-15,10,Rennes to Quimper,Flat,207.5,Phil Anderson,Australia,41.5
1991,1991-07-16,11,Quimper to Saint-Herblain,Flat,246.0,Charly Mottet,Francia,49.2
1991,1991-07-18,12,Pau to Jaca (Spain),Mountain,192.0,Charly Mottet,Francia,192.0
1991,1991-07-19,13,Jaca (Spain) to Val-Louron,Mountain,232.0,Claudio Chiappucci,Italia,232.0
1991,1991-07-20,14,St Gaudens to Castres,Flat,172.5,Bruno Cenghialta,Italia,34.5
1991,1991-07-21,15,Albi to Alès,Hilly,235.0,Moreno Argentin,Italia,164.5
1991,1991-07-22,16,Alès to Gap,Flat,215.0,Marco Lietti,Italia,43.0
1991,1991-07-23,17,Gap to Alpe d'Huez,Mountain,125.0,Gianni Bugno,Italia,125.0
1991,1991-07-24,18,Le Bourg-d'Oisans to Morzine,Mountain,255.0,Thierry Claveyrolat,Francia,255.0
1991,1991-07-25,19,Morzine to Aix-les-Bains,Hilly,177.0,Dimitri Konyshev,URSS,123.89999999999999
1991,1991-07-26,20,Aix-les-Bains to Mâcon,Hilly,160.0,Viatcheslav Ekimov,URSS,112.0
1991,1991-07-27,21,Lugny to Mâcon,Individual time-trial,57.0,Miguel Induráin,España,34.199999999999996
1991,1991-07-28,22,Melun to Paris (Champs-Élysées),Flat,178.0,Dimitri Konyshev,URSS,35.6
1992,1992-07-04,P,San Sebastián (Spain),Individual time-trial,8.0,Miguel Induráin,España,4.8
1992,1992-07-05,1,San Sebastián (Spain),Hilly,194.5,Dominique Arnould,Francia,136.14999999999998
1992,1992-07-06,2,San Sebastián (Spain) to Pau,Hilly,255.0,Javier Murguialday,España,178.5
1992,1992-07-07,3,Pau to Bordeaux,Flat,210.0,Rob Harmeling,Países Bajos,42.0
1992,1992-07-08,4,Libourne,Team time-trial,63.5,Panasonic–Sportlife,,25.400000000000002
1992,1992-07-09,5,Nogent-sur-Oise to Wasquehal,Flat,196.0,Guido Bontempi,Italia,39.2
1992,1992-07-10,6,Roubaix to Brussels (Belgium),Flat,167.0,Laurent Jalabert,Francia,33.4
1992,1992-07-11,7,Brussels (Belgium) to Valkenburg (Netherlands),Flat,196.5,Gilles Delion,Francia,39.300000000000004
1992,1992-07-12,8,Valkenburg (Netherlands) to Koblenz (Germany),Flat,206.5,Jan Nevens,Bélgica,41.300000000000004
1992,1992-07-13,9,Luxembourg City (Luxembourg),Individual time-trial,65.0,Miguel Induráin,España,39.0
1992,1992-07-14,10,Luxembourg City (Luxembourg) to Strasbourg,Flat,217.0,Jean-Paul van Poppel,Países Bajos,43.400000000000006
1992,1992-07-15,11,Strasbourg to Mulhouse,Hilly,249.5,Laurent Fignon,Francia,174.64999999999998
1992,1992-07-16,12,Dole to St Gervais,Hilly,267.5,Rolf Järmann,Suiza,187.25
1992,1992-07-18,13,St Gervais to Sestriere (Italy),Mountain,254.5,Claudio Chiappucci,Italia,254.5
1992,1992-07-19,14,Sestriere (Italy) to Alpe d'Huez,Mountain,186.5,Andrew Hampsten,Estados Unidos,186.5
1992,1992-07-20,15,Le Bourg-d'Oisans to Saint-Étienne,Hilly,198.0,Franco Chioccioli,Italia,138.6
1992,1992-07-21,16,Saint-Étienne to La Bourboule,Hilly,212.0,Stephen Roche,Irlanda,148.39999999999998
1992,1992-07-22,17,La Bourboule to Montluçon,Flat,189.0,Jean-Claude Colotti,Francia,37.800000000000004
1992,1992-07-23,18,Montluçon to Tours,Flat,212.0,Thierry Marie,Francia,42.400000000000006
1992,1992-07-24,19,Tours to Blois,Individual time-trial,64.0,Miguel Induráin,España,38.4
1992,1992-07-25,20,Blois to Nanterre,Flat,222.0,Peter De Clercq,Bélgica,44.400000000000006
1992,1992-07-26,21,La Défense to Paris (Champs-Élysées),Flat,141.0,Olaf Ludwig,Alemania,28.200000000000003
1993,1993-07-03,P,Le Puy du Fou,Individual time-trial,6.8,Miguel Induráin,España,4.08
1993,1993-07-04,1,Luçon to Les Sables-d'Olonne,Flat,215.0,Mario Cipollini,Italia,43.0
1993,1993-07-05,2,Les Sables-d'Olonne to Vannes,Flat,227.5,Wilfried Nelissen,Bélgica,45.5
1993,1993-07-06,3,Vannes to Dinard,Flat,189.5,Djamolidine Abdoujaparov,Uzbekistán,37.9
1993,1993-07-07,4,Dinard to Avranches,Team time-trial,81.0,GB–MG Maglificio,,32.4
1993,1993-07-08,5,Avranches to Évreux,Flat,225.5,Jesper Skibby,Dinamarca,45.1
1993,1993-07-09,6,Évreux to Amiens,Flat,158.0,Johan Bruyneel,Bélgica,31.6
1993,1993-07-10,7,Péronne to Châlons-sur-Marne,Flat,199.0,Bjarne Riis,Dinamarca,39.800000000000004
1993,1993-07-11,8,Châlons-sur-Marne to Verdun,Flat,184.5,Lance Armstrong,Estados Unidos,36.9
1993,1993-07-12,9,Lac de Madine,Individual time-trial,59.0,Miguel Induráin,España,35.4
1993,1993-07-14,10,Villard-de-Lans to Serre Chevalier,Mountain,203.0,Toni Rominger,Suiza,203.0
1993,1993-07-15,11,Serre Chevalier to Isola 2000,Mountain,179.0,Toni Rominger,Suiza,179.0
1993,1993-07-16,12,Isola to Marseille,Flat,286.5,Fabio Roscioli,Italia,57.300000000000004
1993,1993-07-17,13,Marseille to Montpellier,Flat,181.5,Olaf Ludwig,Alemania,36.300000000000004
1993,1993-07-18,14,Montpellier to Perpignan,Flat,223.0,Pascal Lino,Francia,44.6
1993,1993-07-19,15,Perpignan to Pal,Mountain,231.5,Oliverio Rincón,Colombia,231.5
1993,1993-07-21,16,Andorra to Saint-Lary-Soulan Pla d'Adet,Mountain,230.0,Zenon Jaskuła,Polonia,230.0
1993,1993-07-22,17,Tarbes to Pau,Mountain,190.0,Claudio Chiappucci,Italia,190.0
1993,1993-07-23,18,Orthez to Bordeaux,Flat,199.5,Djamolidine Abdoujaparov,Uzbekistán,39.900000000000006
1993,1993-07-24,19,Brétigny-sur-Orge to Montlhéry,Individual time-trial,48.0,Toni Rominger,Suiza,28.799999999999997
1993,1993-07-25,20,Viry-Châtillon to Paris (Champs-Élysées),Flat,196.5,Djamolidine Abdoujaparov,Uzbekistán,39.300000000000004
1994,1994-07-02,P,Lille,Individual time-trial,7.2,Chris Boardman,Reino Unido,4.32
1994,1994-07-03,1,Lille to Armentières,Flat,234.0,Djamolidine Abdoujaparov,Uzbekistán,46.800000000000004
1994,1994-07-04,2,Roubaix to Boulogne-sur-Mer,Flat,203.5,Jean-Paul van Poppel,Países Bajos,40.7
1994,1994-07-05,3,Calais to Eurotunnel,Team time-trial,66.5,GB–MG Maglificio,,26.6
1994,1994-07-06,4,Dover (United Kingdom) to Brighton (United Kingdom),Flat,204.5,Francisco Cabello,España,40.900000000000006
1994,1994-07-07,5,Portsmouth (United Kingdom),Flat,187.0,Nicola Minali,Italia,37.4
1994,1994-07-08,6,Cherbourg-en-Cotentin to Rennes,Flat,270.5,Gianluca Bortolami,Italia,54.1
1994,1994-07-09,7,Rennes to Futuroscope,Flat,259.5,Ján Svorada,Eslovaquia,51.900000000000006
1994,1994-07-10,8,Poitiers to Trélissac,Flat,218.5,Bo Hamburger,Dinamarca,43.7
1994,1994-07-11,9,Périgueux to Bergerac,Individual time-trial,64.0,Miguel Induráin,España,38.4
